soil_type,sowing_month,harvest_month,water_source,soil_ph,temperature,nitrogen_N,phosphorus_P,potassium_K,seed_variety
Loamy soil,Jul,Oct,rainfed,7.4,39.1,91.0,56.8,43.3,Kainat-1121
Clay soil,Jun,Sep,irrigated,8.0,25.1,80.4,55.4,40.0,Super Basmati
Alluvial soil,Jul,Oct,rainfed,5.6,29.9,80.5,52.4,56.6,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.9,25.5,93.8,59.8,57.8,1509 Rice
Clay soil,Jul,Oct,rainfed,6.4,30.7,90.8,47.5,59.2,1509 Rice
Alluvial soil,Jun,Sep,irrigated,6.6,22.9,80.3,45.7,48.2,Basmati
Loamy soil,Jul,Oct,rainfed,6.8,31.3,90.3,55.9,41.2,Super Basmati
Clay soil,Jun,Sep,irrigated,7.0,20.6,87.4,48.0,55.2,1509 Rice
Alluvial soil,Jul,Oct,rainfed,8.0,34.6,82.7,51.8,56.0,1509 Rice
Loamy soil,Jun,Sep,irrigated,7.3,29.4,99.8,51.5,42.1,Kainat-1121
Clay soil,Jul,Oct,rainfed,6.1,22.2,83.9,51.8,48.9,Basmati
Alluvial soil,Jun,Sep,irrigated,5.1,20.0,82.1,51.4,55.3,1509 Rice
Loamy soil,Jul,Oct,rainfed,6.3,35.6,93.9,59.5,51.9,Super Basmati
Clay soil,Jun,Sep,irrigated,6.2,26.4,96.7,47.1,46.9,Basmati
Alluvial soil,Jul,Oct,rainfed,6.3,20.4,92.0,44.4,48.0,Basmati
Loamy soil,Jun,Sep,irrigated,7.8,23.9,97.7,45.6,44.3,Basmati
Clay soil,Jul,Oct,rainfed,5.4,38.9,97.8,50.8,50.1,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.3,33.6,99.8,49.7,50.0,Kainat-1121
Loamy soil,Jul,Oct,rainfed,5.3,29.8,92.8,47.5,45.4,Kainat-1121
Clay soil,Jun,Sep,irrigated,6.0,24.7,87.9,56.4,50.4,Super Basmati
Alluvial soil,Jul,Oct,rainfed,7.8,23.9,85.7,49.1,55.1,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.8,39.2,96.9,55.3,58.6,Kainat-1121
Clay soil,Jul,Oct,rainfed,6.5,35.4,97.1,57.6,40.4,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.8,25.3,91.7,47.1,49.9,Basmati
Loamy soil,Jul,Oct,rainfed,7.5,37.3,85.2,45.4,45.4,IRRI-6
Clay soil,Jun,Sep,irrigated,5.6,20.6,92.7,42.6,47.2,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.2,35.0,90.2,47.6,53.8,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.5,35.3,85.2,58.7,41.8,Super Basmati
Clay soil,Jul,Oct,rainfed,5.1,38.1,96.2,48.6,44.1,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.4,33.7,89.1,53.7,56.5,1509 Rice
Loamy soil,Jul,Oct,rainfed,7.4,36.8,92.4,55.7,43.5,Kainat-1121
Clay soil,Jun,Sep,irrigated,5.7,32.9,82.5,59.4,42.8,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.4,33.4,91.5,58.8,51.5,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.3,36.6,85.7,42.5,44.3,IRRI-6
Clay soil,Jul,Oct,rainfed,7.7,36.7,98.0,47.2,52.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.3,36.7,82.1,41.7,58.1,IRRI-6
Loamy soil,Jul,Oct,rainfed,7.1,37.5,97.6,41.4,51.6,Kainat-1121
Clay soil,Jun,Sep,irrigated,5.1,20.4,93.0,47.8,41.6,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.8,38.6,84.0,42.7,48.7,Super Basmati
Loamy soil,Jun,Sep,irrigated,6.1,21.7,92.8,57.5,49.6,Super Basmati
Clay soil,Jul,Oct,rainfed,7.2,28.1,98.2,53.2,50.9,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,5.3,33.7,94.3,58.1,43.6,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.8,36.6,82.3,44.9,52.5,1509 Rice
Clay soil,Jun,Sep,irrigated,5.2,28.5,85.0,40.4,41.0,IRRI-6
Alluvial soil,Jul,Oct,rainfed,7.4,33.2,93.5,48.0,48.6,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.7,20.3,84.2,41.4,40.4,Basmati
Clay soil,Jul,Oct,rainfed,5.4,34.2,83.2,43.8,42.5,IRRI-6
Alluvial soil,Jun,Sep,irrigated,8.0,35.0,92.8,43.0,45.8,Kainat-1121
Loamy soil,Jul,Oct,rainfed,7.6,32.3,89.7,47.0,41.1,1509 Rice
Clay soil,Jun,Sep,irrigated,6.8,32.0,81.1,40.3,59.3,1509 Rice
Alluvial soil,Jul,Oct,rainfed,7.5,26.2,84.3,53.7,56.4,Super Basmati
Loamy soil,Jun,Sep,irrigated,6.5,37.7,82.1,55.0,56.9,Super Basmati
Clay soil,Jul,Oct,rainfed,6.5,28.8,98.9,46.9,51.7,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,6.2,29.1,80.3,51.5,54.8,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.5,30.2,88.6,51.2,59.4,1509 Rice
Clay soil,Jun,Sep,irrigated,7.0,38.0,98.0,50.7,57.4,1509 Rice
Alluvial soil,Jul,Oct,rainfed,7.2,30.0,82.8,42.7,45.0,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.3,21.5,95.0,50.2,58.8,Basmati
Clay soil,Jul,Oct,rainfed,7.0,35.7,90.9,44.5,44.9,IRRI-6
Alluvial soil,Jun,Sep,irrigated,6.9,28.4,96.2,50.1,57.8,Kainat-1121
Loamy soil,Jul,Oct,rainfed,6.4,23.0,86.4,56.7,44.0,Basmati
Clay soil,Jun,Sep,irrigated,5.6,26.9,98.7,49.3,56.5,1509 Rice
Alluvial soil,Jul,Oct,rainfed,7.3,33.3,96.2,53.7,45.5,Kainat-1121
Loamy soil,Jun,Sep,irrigated,6.5,24.7,84.1,53.2,46.9,Super Basmati
Clay soil,Jul,Oct,rainfed,6.7,20.5,98.5,56.8,48.4,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,6.9,37.9,84.6,44.7,51.4,Super Basmati
Loamy soil,Jul,Oct,rainfed,5.7,31.8,91.7,47.1,43.2,IRRI-6
Clay soil,Jun,Sep,irrigated,5.3,36.3,92.9,40.2,54.5,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.2,38.5,89.8,55.2,55.4,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.1,32.2,83.9,40.5,40.4,IRRI-6
Clay soil,Jul,Oct,rainfed,5.7,27.7,90.5,47.0,41.8,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.3,38.6,96.7,43.5,42.4,IRRI-6
Loamy soil,Jul,Oct,rainfed,7.1,24.7,82.0,54.4,40.3,Basmati
Clay soil,Jun,Sep,irrigated,7.9,24.0,81.6,50.5,47.2,Basmati
Alluvial soil,Jul,Oct,rainfed,6.8,35.4,94.7,55.3,49.6,Kainat-1121
Loamy soil,Jun,Sep,irrigated,7.7,38.3,86.7,55.8,55.2,Super Basmati
Clay soil,Jul,Oct,rainfed,7.7,34.9,93.5,41.0,57.5,1509 Rice
Alluvial soil,Jun,Sep,irrigated,6.3,20.5,83.6,49.2,49.9,Basmati
Loamy soil,Jul,Oct,rainfed,6.2,24.4,85.0,45.8,51.5,Basmati
Clay soil,Jun,Sep,irrigated,7.7,25.3,83.7,40.7,46.9,Basmati
Alluvial soil,Jul,Oct,rainfed,6.9,24.6,80.4,59.1,53.8,Super Basmati
Loamy soil,Jun,Sep,irrigated,6.3,31.9,84.2,59.0,46.3,Basmati
Clay soil,Jul,Oct,rainfed,7.3,31.2,90.2,42.5,43.3,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.0,31.3,96.8,49.5,57.5,1509 Rice
Loamy soil,Jul,Oct,rainfed,7.6,33.1,96.9,52.2,42.8,Kainat-1121
Clay soil,Jun,Sep,irrigated,6.2,38.8,89.4,48.4,54.0,IRRI-6
Alluvial soil,Jul,Oct,rainfed,7.4,36.2,89.9,54.2,49.6,Super Basmati
Loamy soil,Jun,Sep,irrigated,5.5,25.8,83.9,55.0,49.1,Basmati
Clay soil,Jul,Oct,rainfed,7.8,28.0,100.0,58.5,49.7,Super Basmati
Alluvial soil,Jun,Sep,irrigated,7.7,22.5,89.4,40.7,56.0,1509 Rice
Loamy soil,Jul,Oct,rainfed,6.4,39.6,85.4,43.1,40.4,Basmati
Clay soil,Jun,Sep,irrigated,5.2,37.9,80.1,52.7,48.0,IRRI-6
Alluvial soil,Jul,Oct,rainfed,6.5,36.3,82.4,52.1,57.9,1509 Rice
Loamy soil,Jun,Sep,irrigated,6.8,28.1,89.9,44.5,53.7,1509 Rice
Clay soil,Jul,Oct,rainfed,5.4,32.9,82.2,40.9,47.6,IRRI-6
Alluvial soil,Jun,Sep,irrigated,7.9,33.5,87.6,59.4,45.7,Super Basmati
Loamy soil,Jul,Oct,rainfed,6.6,30.8,91.5,52.7,44.0,Kainat-1121
Clay soil,Jun,Sep,irrigated,7.9,25.7,82.8,48.7,53.9,1509 Rice
Alluvial soil,Jul,Oct,rainfed,7.1,24.4,88.3,50.9,45.0,Super Basmati
Loamy soil,Jun,Sep,irrigated,6.5,33.3,87.1,45.5,55.0,1509 Rice
Clay soil,Jul,Oct,rainfed,6.0,32.0,95.4,41.5,40.4,IRRI-6
Alluvial soil,Jun,Sep,irrigated,5.9,36.8,85.1,47.6,45.4,IRRI-6
Loamy soil,Jul,Oct,rainfed,6.5,26.3,87.3,56.0,44.8,Super Basmati
Clay soil,Jun,Sep,irrigated,6.9,28.9,89.3,54.3,40.1,Super Basmati
Alluvial soil,Jul,Oct,rainfed,5.5,36.3,92.6,56.3,57.5,Super Basmati
Loamy soil,Jun,Sep,irrigated,7.8,24.4,89.1,59.0,44.0,Basmati
Clay soil,Jul,Oct,rainfed,7.0,29.7,95.5,51.4,48.5,Kainat-1121
Alluvial soil,Jun,Sep,irrigated,7.5,37.5,89.6,58.7,44.6,Super Basmati
Loamy soil,Jul,Oct,rainfed,7.2,37.1,80.4,51.7,56.1,1509 Rice
Clay soil,Jun,Sep,irrigated,6.0,28.0,84.0,43.6,47.4,IRRI-6
Alluvial soil,Jul,Oct,rainfed,5.9,27.4,84.8,56.4,53.5,Super Basmati
