soil_type,sowing_month,harvest_month,water_source,soil_ph,temperature,nitrogen_N,phosphorus_P,potassium_K,seed_variety
Black Soil,Jul,Oct,rainfed,7.2,25.0,81.1,60.0,47.8,FH-MR2
Red soil,Jun,Sep,irrigated,7.6,21.0,107.1,53.8,49.8,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.3,22.8,106.7,47.9,52.8,FH-333
Black Soil,Jun,Sep,irrigated,7.0,27.6,83.7,45.9,58.6,BS-352
Red soil,Jul,Oct,rainfed,7.9,23.1,111.5,55.4,55.3,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.5,25.2,94.8,52.8,56.6,FH-MR2
Black Soil,Jul,Oct,rainfed,7.7,24.0,119.0,45.8,49.9,FH-333
Red soil,Jun,Sep,irrigated,8.0,23.8,97.6,50.1,46.2,FH-333
Alluvial soil,Jul,Oct,rainfed,7.6,28.5,94.9,55.3,56.3,FH-1148
Black Soil,Jun,Sep,irrigated,7.8,27.4,106.4,44.2,51.2,FH-1148
Red soil,Jul,Oct,rainfed,7.0,22.3,82.7,40.8,56.7,BS-352
Alluvial soil,Jun,Sep,irrigated,7.8,29.1,117.4,54.6,59.0,Cyto-24
Black Soil,Jul,Oct,rainfed,7.8,27.7,91.0,58.3,45.6,FH-1148
Red soil,Jun,Sep,irrigated,7.6,25.8,116.9,42.7,40.3,BS-352
Alluvial soil,Jul,Oct,rainfed,7.6,25.6,83.6,58.9,56.0,FH-MR2
Black Soil,Jun,Sep,irrigated,8.0,25.1,84.0,45.5,40.2,BS-352
Red soil,Jul,Oct,rainfed,7.2,22.0,90.1,47.0,47.6,FH-333
Alluvial soil,Jun,Sep,irrigated,7.9,25.4,116.1,49.9,46.0,Cyto-24
Black Soil,Jul,Oct,rainfed,7.6,26.3,116.1,50.6,50.6,Cyto-24
Red soil,Jun,Sep,irrigated,7.5,24.8,91.8,49.3,52.1,FH-333
Alluvial soil,Jul,Oct,rainfed,8.0,24.5,118.7,47.0,59.6,Cyto-24
Black Soil,Jun,Sep,irrigated,7.9,24.9,109.3,49.1,58.3,Cyto-24
Red soil,Jul,Oct,rainfed,7.2,26.7,117.1,54.8,56.1,Cyto-24
Alluvial soil,Jun,Sep,irrigated,7.5,26.4,84.7,53.9,45.4,FH-MR2
Black Soil,Jul,Oct,rainfed,7.4,24.5,91.0,49.1,49.8,FH-333
Red soil,Jun,Sep,irrigated,7.8,28.3,83.7,42.3,58.8,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.7,27.3,99.5,58.1,45.2,FH-MR2
Black Soil,Jun,Sep,irrigated,7.2,28.3,102.4,42.1,43.2,BS-352
Red soil,Jul,Oct,rainfed,7.2,26.6,100.2,48.6,44.9,BS-352
Alluvial soil,Jun,Sep,irrigated,7.1,23.2,101.8,47.5,49.5,FH-333
Black Soil,Jul,Oct,rainfed,7.7,21.6,99.0,41.8,52.5,FH-333
Red soil,Jun,Sep,irrigated,7.5,25.8,109.3,59.0,57.5,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.2,25.9,112.7,53.2,58.4,Cyto-24
Black Soil,Jun,Sep,irrigated,7.2,26.8,115.0,57.5,56.6,Cyto-24
Red soil,Jul,Oct,rainfed,7.8,23.5,106.7,48.5,50.7,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.2,27.5,104.1,43.9,54.2,FH-1148
Black Soil,Jul,Oct,rainfed,7.4,25.0,95.9,44.3,53.7,FH-333
Red soil,Jun,Sep,irrigated,7.6,22.6,105.3,48.6,55.9,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.1,25.5,108.5,43.1,59.2,BS-352
Black Soil,Jun,Sep,irrigated,7.7,25.1,84.2,42.0,56.8,Cyto-24
Red soil,Jul,Oct,rainfed,7.2,24.2,96.0,43.9,40.5,BS-352
Alluvial soil,Jun,Sep,irrigated,7.0,21.7,89.0,58.6,46.7,FH-333
Black Soil,Jul,Oct,rainfed,7.2,23.7,117.7,41.7,52.0,FH-333
Red soil,Jun,Sep,irrigated,7.2,25.6,110.1,52.9,51.0,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.1,22.6,107.0,51.8,51.2,FH-333
Black Soil,Jun,Sep,irrigated,7.3,22.3,97.9,50.5,50.8,FH-333
Red soil,Jul,Oct,rainfed,7.3,26.3,84.3,42.6,54.4,BS-352
Alluvial soil,Jun,Sep,irrigated,7.0,29.4,107.0,53.5,41.6,FH-1148
Black Soil,Jul,Oct,rainfed,7.7,23.1,93.0,56.3,48.0,FH-333
Red soil,Jun,Sep,irrigated,7.6,28.6,107.7,46.9,44.1,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.5,23.0,113.9,44.3,47.2,FH-333
Black Soil,Jun,Sep,irrigated,7.2,27.3,112.7,52.6,54.0,Cyto-24
Red soil,Jul,Oct,rainfed,7.2,23.4,98.8,49.9,58.8,FH-333
Alluvial soil,Jun,Sep,irrigated,7.6,25.3,105.7,41.2,48.0,FH-MR2
Black Soil,Jul,Oct,rainfed,7.3,23.6,88.2,41.9,41.5,BS-352
Red soil,Jun,Sep,irrigated,7.3,24.7,85.3,54.3,41.0,BS-352
Alluvial soil,Jul,Oct,rainfed,7.2,28.3,86.4,50.5,53.5,BS-352
Black Soil,Jun,Sep,irrigated,7.5,21.1,87.5,53.2,45.8,FH-333
Red soil,Jul,Oct,rainfed,7.8,29.5,96.2,44.4,43.2,FH-1148
Alluvial soil,Jun,Sep,irrigated,8.0,27.9,117.3,56.7,56.3,Cyto-24
Black Soil,Jul,Oct,rainfed,7.8,24.5,97.9,54.5,45.9,FH-MR2
Red soil,Jun,Sep,irrigated,7.3,28.0,99.3,59.7,59.0,FH-MR2
Alluvial soil,Jul,Oct,rainfed,7.7,27.2,97.6,58.8,42.5,FH-MR2
Black Soil,Jun,Sep,irrigated,7.5,23.2,116.9,46.1,46.4,FH-333
Red soil,Jul,Oct,rainfed,8.0,25.7,104.8,50.3,41.7,BS-352
Alluvial soil,Jun,Sep,irrigated,7.8,26.0,112.8,46.8,48.9,Cyto-24
Black Soil,Jul,Oct,rainfed,7.7,24.6,88.5,54.1,46.3,FH-MR2
Red soil,Jun,Sep,irrigated,7.7,21.4,119.9,54.2,48.4,FH-1148
Alluvial soil,Jul,Oct,rainfed,7.3,24.2,93.6,46.5,51.9,FH-333
Black Soil,Jun,Sep,irrigated,7.1,26.4,98.3,59.8,57.9,FH-MR2
Red soil,Jul,Oct,rainfed,7.7,23.6,86.9,53.8,54.5,FH-1148
Alluvial soil,Jun,Sep,irrigated,7.4,21.6,116.0,46.8,50.9,FH-333
Black Soil,Jul,Oct,rainfed,7.8,21.6,115.7,41.0,50.6,Cyto-24
Red soil,Jun,Sep,irrigated,8.0,23.3,108.7,47.0,46.3,FH-333
Alluvial soil,Jul,Oct,rainfed,7.4,27.8,102.6,41.5,55.2,FH-MR2
Black Soil,Jun,Sep,irrigated,7.8,28.9,82.1,54.4,45.6,FH-1148
Red soil,Jul,Oct,rainfed,7.1,25.6,92.9,53.9,41.6,BS-352
Alluvial soil,Jun,Sep,irrigated,7.7,29.9,94.8,42.5,43.5,FH-1148
Black Soil,Jul,Oct,rainfed,7.3,22.9,94.7,48.3,41.3,FH-333
